productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B0002Z7SLW,Perfecto Recessed Aquarium Hood 24in Oak,ATIN238V9YMAX,1353110400,"Please put name as Perfecto Recessed Aquarium Hood 23 *11 in oak , Now i am back to square one, no hood for my 24 aquarium",pet supplies,fish aquatic pets,aquarium lights
B000FZXHCI,Duro-Med 14 Molded Foam Ring Cushion,AKH0GD15SS2JT,1353110400,The product arrived quicker than I expected. It is of a very quality. I like that the cover is removable and washable. It is very comfortable.,health personal care,medical supplies equipment,mobility aids equipment
B00004RYGX,Beetle Juice (1988),A2VDSVEDV9U9X4,1353110400,Early Alec Baldwin before his head literally got bigger. Fun effects and goofy characters. Great dance number but Michael Keaton really steals the show.,grocery gourmet food,beverages,juices
B000MW8KCQ,Black & Decker (1) Glass & Jar Cleaner-Long Scrubbing Brush Part No. PKS-GB,A3EPHBMU07LZ50,1353110400,"I love this brush attachment for the Black & Decker Scrubbing Brush as it does a terrific job of scrubbing out the interior of glasses or coffee cups. To help clean things out, I add just a drop or two of dish washing soap, a smidge of water, and then I use the brush attachment. My glassware and coffee cups are cleaned up quickly using this nifty tool.Highly recommend.",health personal care,household supplies,cleaning tools
B000GHJJVI,Garam Masala Spice Blend 2.0 oz - Zamouri Spices,A1UW7GCFP6ZL7G,1353110400,I couldn't find this at my grocery store and the specialty stores that did carry it were way expensive. This tastes great and is a wonderful price.,grocery gourmet food,pantry staples,herbs
B000CSH3YG,SALUX Nylon Japanese Beauty Skin Bath Wash cloth Towel Yellow,A13767NMZF7BVL,1353110400,Perfect. Also great for cleaning bathrooms and other tough jobs. Machine washable and lasts forever. Nice to have a couple of them.,beauty,bath body,bathing accessories
B0006U6IIM,"Now Foods, Sweet Almond Oil",AYUO7MZI1RDTL,1353110400,"First of all this product can be used everywhere; on your hair, hands, feet, body, and probably in a skillet! I love the consistency most of all. A little goes a long way and there is no oily finish. If it is used to moisturize the body you feel very smooth and need little to no more after the first use. Also if it is used in hair it stays for a few days and slowly sinks in. The oil is even better when mixed with other oils such as olive and jojoba.Best time to use it would be after a refreshing shower! Bottom line",beauty,skin care,body
B000L9FBTA,Opi Nail Polish - Mrs O'leary's Bbq #W44,A2M8KXQMX74KIL,1353110400,The color looks different on line. It appears to be a deep brown. You need to apply two coats for it to look decent. Drying time is not to bad. It dries to a smooth finish. This nail polish is really thick. The application is not very easy because of it's thickness. I was hoping the color would be as pretty as it looked on line. I would not order this color again.,beauty,makeup,nails
B000O2LSVE,Sexy Hair Healthy Colour Safe Soy Milk Shampoo,A3CCDWTQFZFOS9,1353110400,"It has been a month or so, that I m using this shampoo and I don's see any good affect.",beauty,hair care,shampoos
B0008E4H2K,Biotone Dual Purpose Creme,A3OPMYKH2QPTDT,1353110400,"Smooth, light fragrance, non-greasyLike to use as moisturizer and massage cream. Very nice texture and scent . I like it.",health personal care,health care,massage relaxation
B0000532QB,Clearblue Fertility Monitor 1 Count,A7Q7J7MIRFA4W,1353110400,"I lost my first child at 32 weeks. He was born sleeping. I knew right away I wanted to try again. I bought this because I read so many remarkable reviews. And the site where I chart shows great results with people who use this. First month using it and I'm now pregnant with my rainbow baby!!! I thought I wouldn't get a peak on the first cycle but I did!I can't believe it. I never imagined that I would be one of the ones who got pregnant first cycle using CB Fertility Monitor. Now I just hope it sticks. Whatever happens will happen, but I have complete confidence in this device and will definitely use it for my future planned pregnancies.Worth the money spent!!",health personal care,health care,family planning contraceptives
B000ASDGK8,BaByliss Pro BAB2000 Ceramix Xtreme Dryer,A29RD823CSCS0Z,1353110400,"This is a little heavier than I had expected... but I still love it! You should definitely get it, you'll love it too.",beauty,hair care,styling tools
B000F8VGTG,Sight Words-Level 1,A2ZDSBVDMMI4P7,1353110400,These cards are great!! They are step one for the site words that every child should know. The box and cards are very well made and sturdy. I think these will last for a long time!!,toys games,learning education,flash cards
B0002563Z4,AquaClear 110 Ammonia Remover Insert - 19.7 Ounces,AN28FTMN34FAF,1353110400,This is a great product. Be sure to buy the one that looks like little pebbles of sand as it work better than the one with larger pieces and usually comes with the product divided into 2 bags.,pet supplies,fish aquatic pets,pumps filters
B000KFTGJ6,Stephen's Gourmet Hot Cocoa,A2T62H6OHOC0SP,1353110400,This product is a very good one. I LOVE anything mint chocolate and this meets my expectations. It is very smooth tasting and with the long shelf life of the package deal I can enjoy it year round! Everyone who enjoys mint chocolate should do themselves a favor and try this!,grocery gourmet food,beverages,hot cocoa
B000FFEVDW,Life-Flo Estrocare,A1OXNAYV6Y0VT1,1353110400,First of all... I am Robert's wife (just to clarify this isn't a male) I started using this after some pretty intense hot moments during the day and sleepless nights. I had both symptoms of menopause in a big way. I started using the cream 2x a day and also supplemented with another product. It's been about a month and a half and all symptoms have all but stopped. I do have the occasional hot moment but they seem to occur more with my emotionally reactions and I peacefully sleep through the night nowadays!Side-note,beauty,skin care,body
B0002O0126,"Yeowww Catnip Bags, 1-Ounce",A1PNUE4UK1FMLV,1353110400,"From the description, I thought my catnip-loving cats would take to it quickly. Not so. They may just be used to the old catnip I'd been getting for them. Not bad, though. The cats eventually took to it, but not very enthusiastically",pet supplies,cats,treats
B00005N9X8,The First Years Hands Free Gate Extension,A1FNPXNGES0IHO,1353110400,"This extension fit our first years hands free gate perfectly. I was concerned that adding an extension would make the gate more wobbly, but once it is clipped in it is just as sturdy as the original gate by itself.",baby products,safety,gates doorways
B0002D31QU,Petsafe Premier GentleSpray Citronella Anti-Bark Dog Collar,A1OZAKCPL6WB1T,1353110400,This collar is still able to fit on my 8 lbs. poodle (it's a little bulky but it doesn't seem to bother her.) It surprises her instead of hurting her and it stops her barking immediately. There's no reason to buy a shock collar with this on the market!,pet supplies,dogs,collars
B0009NBEHG,Jobst For Men 8-15 mmHg Over-The-Calf Sock - in your choice of size and color,A1GCUEIXR2LKW6,1353110400,Very good socks.....had to cut out toes because of sweating of toe areas......still worked for support of veins in legs......,health personal care,medical supplies equipment,braces
B0009RF8G0,Boudreaux's Butt Paste 16 oz. Jar,A2OO1M80YRVY9M,1353110400,"I recently had a bad allergic reaction on my leg to the plants in the back yard. The dermatologist was out of the aluminum acetate solution he usually uses for this type of allergic reaction (so I bought some from Amazon, but that is a different review) and instead he wrapped my leg with a bandage that was coated with a white paste. It worked great at reducing the irritation on my leg (a lot) so I researched it and found that it was 10% Zinc Oxide cream. My friend (a mother) told me, upon hearing my story) that she has used zinc oxide paste for her babies and they never got diaper rash. So I ordered Boudreaux's Butt Paste and found that it worked so well, that my sin started healing better. I wrapped my leg in gauze after I coated the affected area with Boudreaux's Butt Paste and sleep like a baby (yes, I had to use aluminum acetate eventually, but the Boudreaux's Butt Paste allowed me to get better while I was waiting for the aluminum acetate to be shipped to me. I like Boudreaux's Butt Paste 16 oz. Jar so much that I purchased an extra jar and put it in my first aid kit next to the aluminum acetate.",baby products,bathing skin care,skin care
B00022WA9K,"Revlon RV440C 1200 Watt Ionic Hot Air Dryer and Styler, Blue",A2VSTM3Y7FFGMJ,1353110400,I did not receive the same model number as described in the product description. I received the RV-7497 which does not have an ION on/off switch with light. It does have the ION technology and am happy with it. I purchased this as a replacement for the same brand/styler which wore out after several years of daily use. I believe this is a newer model than the one shown in the product description as the one I had purchased several years ago was the model with the ION switch. This is the best of the hot air styling brushes I have tried and it is a good value. I was happy to find it on Amazon.com after not being able to find it at my local retailer. I deducted one star from my rating because it is a bit louder than I would like it to be. Since you have to hold it closer to your head than a regular hair dryer and especially when you are holding it near the ear....it would be nice if they could reduce the sound.,beauty,hair care,styling tools
B0002XAIP2,Simple Solution Spot Spotter Ultraviolet Urine Detector,A3OK32DPZL7TSN,1353110400,"Suggest going to Home Depot and getting a standard lightbulb UV light such as the Philips Party & Deco Blacklight A19 75 Watt. Costs less than $4.00 and screws into any light fixture - something with a reflector works best and protects your eyes. I'm guessing it works better than something battery powered. Still it's necessary to get close - 12"" - 24"". The spots seem to show pretty clearly.",pet supplies,cats,litter housebreaking
B000DZHCM6,BD BD Magni-Guide,AF4T80TU386C0,1353110400,This is helpful for my parents who need to see the dosage better on my son's syringes. It has been benefical to them.,health personal care,medical supplies equipment,occupational physical therapy aids
B000AS3CWU,BonaKemi AT0002424 Microfiber Applicator Pad,A2RMO7S8WZTRD4,1353110400,I used it with the 2 Pack Pro Shot floor Restorer and wow it looks brand new! I had another one and it didnt do as good as a job as this one did. Will buy more down the road.,health personal care,household supplies,cleaning tools
B000GGOCDE,Pampers Easy Ups Trainers for Boys,A1V7R8ALN1FWUF,1353110400,This diaper is wonderful as it works the entire night. I was looking for a good diaper which holds and doesn't leak during the night. This is the perfect one.,baby products,diapering,disposable diapers
B00061HIOE,78007 1/350 USS Enterprise Carrier,A1UVL5ZLMA7FKZ,1353110400,Gorgeous...hmmm...an odd title for a ship...but it was a beautiful kit and build. Everything you need is there...just take your time in the deatailing to bring it to life. I thought the aircract could have had more detailing...and cutting the wings to fold them over...to replicate deck storage...was a nightmarish procedure. I agree with a previous review...some effort could have been made to replicate the hangar deck...or a portion thereof...because having served on one...a carrier is just not a carrier without it's hangar deck! All in all a very nice kit...large in size...over 39 inches in length! Enjoy!,toys games,grown up toys,hobbies
B0002ZW5UQ,Toppik Hair Building Fibers,A2ZQVRLWWE8AUL,1353110400,"This product is perfect for my thinning hair. Just shake in on, follow with the spray (sold separate), style and go. The color matches perfect. It is easy, I do truly love it.",beauty,hair care,hair loss products
B000FS6INU,"IRIS Plastic Exercise / Containment Pet Pen for Dogs, White",A2RVXDHXFNDWLX,1353196800,it is everything that i needed for my puppie she doesnt like it but i love it! came right on time an is a grat product easy easy set up!,pet supplies,dogs,houses
B000066SW0,100 pcs Fun Ballz,A3N5PTKCLKTZKY,1353196800,"These are very low quality, thin plastic made in China. Not that you should have high hopes for plastic ball-pit balls, but probably 20% of them came out of the package dented. They'll work fine I guess, since the kids don't care if there are dents, but I'm guessing that they won't last very long before they've all been crushed and must be replaced.",toys games,sports outdoor play,ball pits accessories
B0002DHXGO,Midwest Quiet Time Pet Bed,A10CODYZWWB8NO,1353196800,Product is awrsome! My dog actually sleeps now! All we had was a towel but now that he is older it was getting uncomfortable for him so we got him this bed an he is much more comfortable! :),pet supplies,dogs,beds furniture
B000EBKH5S,"Mederma Skin Care for Scars for Kids, 0.70 oz (20 g)",A29NU7MKEFD76X,1353196800,"I think it is very easy to use, very effective, I like it very much!The price is very suitable!I Will buy again!",beauty,skin care,face
B000BP751G,Planet Dog Orbee-Tuff Soccer Ball,A2AAR8Q9CNY6WU,1353196800,"This ball is constantly in my Pitbull's big mouth! She wants me to throw it for her every moment of the day, if I was willing to do so.",pet supplies,dogs,toys
B00016ALP2,Swiss Kriss by Modern Products - 120 Tablets,A1A66WJD6JG45C,1353196800,"Very effective. reasonable price and all natural, by far a good laxative that you do not regret buying it. Also good shipment service.",health personal care,health care,digestion nausea
B00020ID3E,Chewable Lactase 3500 - 30 - Wafer,A2ZHMSIG839AFQ,1353196800,"i paid for 60 wafers (as shown in the picture) but the smaller bottle of 30 wafers was delivered! Other than that, it is a product that i would buy constantly. How would i get the other 30 wafers?",health personal care,nutrition wellness,vitamins supplements
B000GHVLLO,MindWare Block Buddies,A2H3KVV2RF0LR0,1353196800,This is a great educational toy for pre-schoolers. I bought this for my 4 yr old daughter. The wood blocks are light weight and brightly colored to get the kids attention. The cue cards have varying levels of difficulty. This certainly helps with children who have never been exposed to patterns before to start with basic cards and gain confidence as they build patterns. My 7 yr old son also had fun finishing all the patterns very quickly until I challenged him to create his own. This is a great gift for under $20.,toys games,building toys,stacking blocks
B000DLB2OE,"SlimFast Shake Mix, 12.83-Ounce (Pack of 3)",AHXAEHJ96PLXG,1353196800,Very tasty if you add a fruit with it it makes it even tastier. Easy to fix and very filling.,health personal care,nutrition wellness,nutrition bars drinks
B0000AFUTL,Jerdon 8-Inch Wall Mount Mirror,AK5JYI3V6M846,1353196800,"We installed this mirror at the vanity, mostly for a family member who uses a wheelchair. It works great for him, but the rest of us appreciate its versatility too. It's a little stiff to move, but it stays put and doesn't sag.",beauty,tools accessories,mirrors
B00061H4PW,Tamiya 35219 1/35 US Willys MB Jeep,A3HLVRBNFIAE4K,1353196800,This is a good model. It is a nice representation. A great display piece. I liked the detail. It looks authentic.,toys games,hobbies,model building kits tools
B000G6Y6R6,Playskool Swing 'N Score Baseball,A1002UBC6V258U,1353196800,My son was a little young for this when I bought it for him but over the last year he has really learned how to use and enjoy it. He loves the sound effects and lights. It has helped develop his hand eye coordination!,toys games,sports outdoor play,sports
B000CMKH4K,"Petmate Hooded Litter Pan Set Large, Beige/Light Pink",A2WIDXGJ30FQF9,1353196800,"I only gave 4 stars because the lid doesn't catch and latch to stay on so I wouldn't try to ever carry mine by the handle. My cat is pretty petite and it fits her well, if I had a bigger cat I would think it might be bordering on being too small. The colors are pleasing though and the litter pan is nice and deep and obviously it functions and serves its purpose.",pet supplies,cats,litter housebreaking
B000FECPTA,Soothe & Cool No Rinse Perineal Spray,ARYWXC3ZN2NPW,1353196800,I was traveling with my dear mother who has serious bowel incontinence. The inevitable happened at a fast food place that had inadequate bathroom facilities. The &#34;baby wipes&#34; I tried to use were totally ineffective until I put a couple squirts of this perineal wash on them. It removed the nasty odor and the sticky residue quickly and completely. I now keep a bottle in each bathroom and travel bag as well as having a supply available for &#34;bed baths&#34;.Just don't spray it directly on a person as they may find it shockingly cold.,health personal care,health care,incontinence
B000ASKLUG,Quickie Original Flexible Static Duster,A1O9K3EKYYUY3Y,1353196800,"I am the owner of a cleaning business. We use ONLY these types of dusters for high areas. We go through a ton of them every year. It has a been a true hassle trying to find these. All stores including Wal Mart and Target have stopped selling these types. The wool ones that EVERY one seems to have are useless to us. They mat up and become extremely dirty. These static dusters are the BEST product. They collect cobwebs and dust in areas we cannot reach. When they start to get dirty all we have to do is vacuum them off and it's like new.We love these dusters. The only complaint I do have and the only reason that we go through so many is the fact they after using them ALL day EVERY day, the wire gets weak and ends up breaking the duster in half. Remember we are a cleaning business. No product is designed to be used the way we use them. So for the average home owner I'm sure they would last a lifetime.Please do not stop selling these. Thank you for being almost the ONLY ones that carry them. It's getting harder and harder to find these. If every one stops carrying them we might as well go out of business because this is the only one that serves a purpose for us.I gave it 4 stars ONLY because these are a little shorter than what we are used to. But the handle is a little longer so it evens out.Thank you again!!",health personal care,household supplies,cleaning tools
B000HTNJD4,Remington Orange Reflective Dog Collar,AODPJC2DXWHIV,1353196800,"I have a black dog and am always worried about her getting loose for a second and someone not seeing her. This collar is visible for a long way off, and it is made very well. I have been using this brand of collar for years, and will continue to buy them when my dog's wears out.",pet supplies,dogs,collars
B000F8L4GG,"PayDay Peanut Caramel Candy Bar, 3.4-Ounce Bars (Pack of 18)",A3ASQOSRYLKIOE,1353196800,IF YOU LOVE AN ABUNDANCE OF PEANUTS AND CARAMEL THEN THIS IS THE BAR FOR YOU. I WAS SURPRISED TO SEE THIS LISTING ON AMAZON TO BE HONEST. I JUST HAD TO PURCHASE FOR MY BIRTHDAY PRESENT. PEACE.,grocery gourmet food,candy chocolate,chocolate bars
B0009S5TYA,"Alex 36"" X 36"" Vinyl Padded Playmat",A1VEK3R3VHD3T4,1353196800,"I bought this mat for my nephews and they LOVE it. It's loads of fun for kids & practical for parents, as they can easily fold it up and carry a few cars or whatever in it. Great buy.",toys games,games,floor games
B0002DUTGU,PediFix Wart STICK,AL69F6UZDPHFZ,1353196800,a great way to apply just the amount you need just where you need it. We had to use a small applicator to target the wart and miss surrounding skin. The wax base is good to keep it in place. We covered the plantar wart afterwards with gauze and tape to protect and keep the product in place.,health personal care,health care,foot care
B000AMRII0,Philips Sonicare Essence Power Toothbrush,A3DLYVG4G9Q9HN,1353196800,"Love the sonicare toothbrush. This is a pretty basic model. I miss the 30 sec timer, but its not a huge deal.",health personal care,personal care,oral hygiene
B0006O8QQ0,"Devcon S31 Clear 2-Ton Epoxy, 1 oz Tube",A1878O39ZKG24F,1353196800,I bought this to attach new handles to a knife. The 30 minute working time was just what I needed.,toys games,grown up toys,unknown
B0002KX76M,Elenco 1% 1 Watt Resistor Substitution Box,A317B5IFXMNJ85,1353196800,"Great little box use it all the time for testing, a good unit fun the hobbyist, and fun kit to build.",toys games,hobbies,model building kits tools
B000240176,"Now Foods, L-Glutamine 1500 mg",ATKM0VJF0SGRX,1353196800,"Short and sweet. We have been using this powder for at least 10 years in our smoothies and find it easy to mix, tasteless and healthful. It works for my husband who needs extra amino acids in his system as he is a car accident victim and has many internal problems. I find it very helpful for me. Makes me feel better all around. It's clean and easy to dissolve in the smoothies. I recommend it over capsules or pills as it goes right into the your system.",beauty,skin care,face
B000KFZ2IK,Tricep Rope,ABLGJD1JMPN5U,1353196800,"I just buy everything from Amazon anymore. I cant say enough. About the rope? This was $6 cheaper than my local sporting good store and yes, its everything you would expect in a thick piece of rope with hand-stops. Ok, it does have a great feel, and the hand stops are never coming off from the looks of it; but at the end of the day its rope. What can I say about Amazon? I got this in two days, saved money and felt stupid for even price shopping the thing. I wasted money on gas. I am just going to buy stuff from Amazon without price shopping anymore. I just got some desk hardware, foam brushes and wood stain I needed just now. No price shopping. Yay Amazon!",health personal care,medical supplies equipment,occupational physical therapy aids
B000KA7Z8U,Majestic Pet- Super Value Pet Bed - Large,A14A75MMPX9RQ1,1353196800,"We love it. Way better then we expected! It's so fluffy an comfortable I would sleep on it ! We have full grown male boxer and he sprawls out on it and still had room. the material seems like it would be easy to clean but we haven't had to clean it yet so we will see . Very satisfied, good product , great price and It arrived quicker then expected !",pet supplies,dogs,beds furniture
B00007MII1,Dulcolax Stool Softener Liquid Gels,A3GMEOTL0W178V,1353196800,"I chose this product because it doesent make you go (non-laxative) but rather allows you to go easier. I can't say that my symptoms are completely gone but I must admit that it has improved to the point that I am not afraid to go any more. It is as advertised, I would recommend it to a friend and you can't beat the price at Amazon. Thank -you - very- much!!!",health personal care,health care,digestion nausea
B000MKU86E,Bauerfeind Achillo Train Pro Achilles Tendon Support,A3T7KEQG4UTTAZ,1353196800,"This German-made support may be pricy, but it absolutely delivers what it promises. I've been using it for occasions when my tendon is sore, but not disfunctional. This support enables me to play hours of soccer without further damaging or straining a tender tendon. Worth its weight in newly-found plying time!",health personal care,medical supplies equipment,braces
B0002IJQYQ,PetSafe Pet Door Replacement Flap,AQWBTVISWM6BS,1353196800,Easy to install. My second one to purchase. Easy to wipe clean. Like the dark smokey color. Would definetely recommend.,pet supplies,cats,cat flaps
B0002DK26C,Omega Paw Tricky Treat Ball,A2DVSP94PF26H4,1353283200,Our lab eats all his meals with this. Unlike hard treat toys it doesn't make an insane racket that drives everyone in the house nuts. The dog loves it too.,pet supplies,dogs,toys
B0002ASSN4,"Bio-Groom Bio-Med Dog Shampoo, 8-Ounce",A3TVWEEE77YNZC,1353283200,"This is a good product if you pet has skin issues of any sort, especially dry or sensitive skin. It is a little pricy, but I like the fact that it uses a sulfur compound instead of pharmaceuticals, and seems to be more natural. It will tend to dry out sensitive skin, so a follow-up shampoo with baby shampoo or a good cream rinse is helpful. It does control itching and scratching with my pet who has short hair and sensitive skin. The price at Amazon beats the prices at local pet supply stores.",beauty,hair care,shampoos
B000EOEAW6,Melissa & Doug Pets Wooden Chunky Puzzle,A1QFJR24BGUXHN,1353283200,I really like the animals on this puzzle. A great learning toy! Youn children are able to do this puzzle by themselves- and it is very satisfying for them.,toys games,puzzles,jigsaw puzzles
B000GCJP6M,Q-Tips Q-Tips Antimicrobial Cotton Swabs,A33FFVXUO6GB8F,1353283200,How could you go wrong purchasing this product. They were in the original package and the price was very affordable.,beauty,tools accessories,cotton swabs
B000O2LN7I,American Crew Hold Styling Gel (select option/size),A139DFUO6VBNMP,1353283200,"Great hold, doesn't fake and it smells good, but not too strong of as scent. I use it almost everyday.",beauty,hair care,styling products
B000FID0HW,Roland All Natural Hot Wasabi Coated Green Peas - 4.40 oz,A2PBOZHNGYCXT0,1353283200,"The peas are stale in taste and in color while the wasabi coating, though it does taste a bit like wasabi, lacks the hot punch.",grocery gourmet food,pantry staples,condiments
B000K50780,Prince Lionheart Ever-Fresh Replacement Pillows for Ultimate Wipes Warmer,A15V4TJBVYLK94,1353283200,"I really wanted to not use these things. I bought thePrince Lionheart Premium Wipe Warmerand it came with a pack of these. Once they got old and I tossed them, I really didn't want to have to buy new ones. I tried using diaper inserts, cloth diapers, wipes, etc. but nothing worked to keep away mildew in the warmer. So, I bought a refill pack and I have to say, these things really work! Ever since I started using these in the bottom of my wipe warmer, I've had no mildew and no weird smell to my wipes. I gotta say, these things definitely do what they're supposed to do!",baby products,diapering,wipes holders
B0006L2OZ2,KONG Material Dog - Dr. Noys' Dog Toy,A3MPVCUQ31Y5AL,1353283200,1. This item is the size of a field mouse2. My Beagle had it ripped apart in less then 5 minutes.,pet supplies,dogs,toys
B0001VV3UY,Natural Factors Chewable Papaya Enzymes,AH9NU69EYZOC9,1353283200,"Ummm, hog pancreas? Why are we calling this one papaya enzyme?These enzymes include chymotrypsin and trypsin from pancreatin, from hog pancreas.... You are what you eat.",health personal care,health care,digestion nausea
B0006ZEUUK,Nexxus Simply Silver Colour Toning Shampoo (Platinum Pro) 10.1 oz.,A3GY16A7NHDGGN,1353283200,I was trying to get my gray hair to look more white and radiant; but they turned kind of blue.,beauty,hair care,shampoos
B000141FTK,Dr. Bronner - Castile Soap,A2DEVUOETUC9SI,1353283200,"Something in the product's fragrance profile resembled vomit to me, to the extent that I became nauseated while using the soap for laundry. I generally love rose-scented products. As this was a very unpleasant experience, hopefully I am the only person who will have this experience. Also when I used it in cold water, the soap solidified on clothes. I am looking forward to trying the unscented version, for hot & warm washes.",beauty,bath body,cleansers
B0002QWTX8,Natural Grass Sea Sponges,A30V9N1D1L417Q,1353283200,"This is a great sponge. Most of the others are small, undersized, and whimpy. I got this one quick and it's big enough to split it and make Two!! I cut one piece off for a face sponge and was left with a big one for the bath.",beauty,bath body,bathing accessories
B000FU05IM,Palmers Shea Butter Lotion Pump Bottle 13.5 Oz,A1MU7V6LZXQ6A6,1353283200,"I ordered this for a massage CEU class, which required Shea Butter for a portion of the class. This is *not* straight Shea and if you need pure Shea, this will not do you a lick of good.So, I decided to try it as a cream for my arms, just to test it out. The Palmer's formulation actually felt like it burned my skin, which can happen when you are too sensitive.After years of testing different brands, I still think that the best sensitive skin lotion I have found is the Curel Ultra Healing Lotion (red banner on front)Curel Ultra Healing Lotion, 20 Ounce. Just note that it is not a Shea product.If you need to purchase a straight Shea Butter, I can suggest the ""NOW"" brandNOW Foods Shea Butter, 7-Ounceor something which is pure. I ended up picking up the NOW brand at my local Whole Foods. It comes in a small open mouth tub and worked wonderfully.",beauty,skin care,body
B0002DL9Y6,Guardian Padded Drop-Arm Commode,AEWOA06UPPNYU,1353283200,"My wife recently had surgery that will leave her mostly in bed for three months. We bought this commode to provide a bedside convenience. This device has fulfilled its function superbly. We station the commode by her bedside and drop down the arm nearest the bed so she can get onto the seat with minimum assistance. The padded seat is much more comfortable than the hard surface of the hospital portable commode. This commode is sturdy, easy to empty, and easy to clean. It was easy to assemble. I would definitely buy this product again!",health personal care,medical supplies equipment,bathroom aids safety
B0002AS6TA,"All-Glass Aquarium Black 24"" Fluorescent Strip Lite",A3166P0IE673WN,1353283200,"Like the previous reviewer, I am disappointed that the fixture didn't last longer. I will look elsewhere for the replacement.",pet supplies,fish aquatic pets,aquarium lights
B00014UN2A,"Vibratex Water Dancer Pocket Massager, Blue",A2Y18K69JQEU4U,1353283200,I had one of these before but it gave up on me so now I am purchasing a second. It gives a lot of bang for your buck. You do need to use quite a few batteries but its devine!,health personal care,sexual wellness,adult toys games
B000H6YTJA,Now Foods Optimum Digestive System,A2UK6QTUHTNGKR,1353283200,I've tried one other digestive enzyme containing similar ingredients and I would say that NOW Foods' enzymes help me digest food. I use these when I stray from a good diet; I'll probably buy these again,health personal care,nutrition wellness,vitamins supplements
B000GELXHY,Zippo Wolf Black Ice Pocket Lighter,A3RQ4F2HCZ2SEU,1353283200,"It is a great lighter. When lit, the flame reaches good hight. If you like or love wolves, I would highly recommend it to you.",health personal care,household supplies,lighters
B0006HRCL2,4 Dozen (48) Long Pink Perm Rods,A1NG74QJX6DKKZ,1353283200,These perm rods are exactly as pictured and exactly as advertised. It's all up to the user once you have the in your hands. You either know how to roll hair or you don't. :),beauty,hair care,styling tools
B000F9Y188,Quantum Research Canker Cover Oral Canker Sore Patch,A3OLO21JRRDPGI,1353283200,This product works good. It does heal up canker sores quickly but is a little uncomfortable when using. It is best to apply right before bed time that way when you are sleeping it does the healing and you don't feel the discomfort so much.,health personal care,health care,pain relievers
B000BYM4WM,"Cadet Chicken Breast Fillets, 32-Ounce",A1TKTQF31OHRF9,1353283200,My dog loves these treats. They are big meaty pieces. They are her favorite treat after walks & before bedtime. The price is good for the product received.,pet supplies,dogs,treats
B0005ZYSIA,"Libby's Pumpkin, 15 oz",A2MY8S454JJ7PE,1353283200,"These fools weren't lying when they said this was America's Favorite Pumpkin. While it should also be noted that it's America's Only Pumpkin, it sure is good.Here's my pumpkin bread recipe. Please note that you shouldn't eat both loaves in one sitting. I was unaware of the calorie content of this and I made the mistake of eating both loaves on multiple occasions. (I also skip the cloves.)3 cups sugar1 cup vegetable oil3 large eggs1 16-ounce can solid pack pumpkin3 cups flour1 tsp ground cloves1 tsp ground cinnamon1 tsp ground nutmeg1 tsp baking soda1/2 tsp salt1/2 tsp baking powder1 cup coarsely chopped walnuts or pecans, optionalPreheat oven to 350F. Butter and flour two 9x5x3-inch loaf pans.Beat sugar and oil in large bowl to blend. Mix in eggs and pumpkin. Sift flour, cloves, cinnamon, nutmeg, baking soda, salt and baking powder into another large bowl. Stir into pumpkin mixture in 2 additions. Mix in walnuts or pecans, if desired.Divide batter equally between prepared pans. Bake until tester inserted into center comes out clean, about 1 hour 10 minutes.Transfer to racks and cool 10 minutes. Using sharp knife, cut around edge of loaves. Turn loaves out onto racks and cool completelyMakes 2 loaves",grocery gourmet food,pantry staples,cooking baking supplies
B00014DAHK,Fenugreek Seeds 620 mg By Solaray - 100 Capsules,AAS56AAPSHMLZ,1353283200,My wife reviewed this product:I use this product daily since I am nursing since I had low-supply issues in the past. It doesn't seem to cause gassiness or fussiness in my child. I pump at work and notice my supply does drop if I do not take the supplement for a day or two.,health personal care,nutrition wellness,vitamins supplements
B000FD2AZ0,"NorthShore Premium Blue Disposable Underpads (Chux), Large Size 23 x 36, Pk/25",A2XNMIE19IEF9B,1353283200,"I ordered these because someone on the review page warned me away from another distributor (thank you sir) they arrived very fast and when I opened the box I knew I had one problem solved. I use them for a Chinese Crested who doesn't understand why he has to go outside in the freezing cold, rain, wind, or he doesn't feel like it. So pooping is fine just outside the door, but peeing is best if done in the house. On these pads. There's room for Mr. 9 pounds of terror so that he doesn't get his feet smelly (this is the same dog who runs to the bathroom after coming in from outside because he doesn't feel ""fresh"" to be cleaned. Just in case.) So these pads are a joy. The padding is absorbent and even (no gaping holes and empty spots) They don't carry urine to be siphoned onto the floor and the size 23 X 36 is perfect. I wouldn't change companies for anything. NorthShore has my vote all the way.",health personal care,health care,incontinence
B00076OC1K,Pioneer Custom DIY Play Set Hardware Kit,A1TJ312WKOWCHK,1353283200,This came to us as described. It came with all the pieces and undamaged. Arrived very fast with directions on what needed to be purchased to complete this swing set.,toys games,sports outdoor play,gym sets swings
